Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Outlet_Sales_25%,Item_Outlet_Sales_75%,Item_Visiblity_25%,Item_Visbility_75%
0.085274988,Meat,238.0248,Small,Tier 1,Grocery Store,3036.048,782.9808,3036.048,0.022587621,0.085274988
0.09883876650000001,Starchy Foods,64.2168,Medium,Tier 2,Supermarket Type1,3592.6567999999997,958.752,3592.6567999999997,0.0258983885,0.09883876650000001
0.094603404,Soft Drinks,191.153,Medium,Tier 2,Supermarket Type1,2759.0752,771.6622,2759.0752,0.024961677,0.094603404
0.09056135225,Household,73.9354,Medium,Tier 2,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.099104741,Snack Foods,118.6098,Small,Tier 2,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.099104741,Snack Foods,148.076,Small,Tier 1,Grocery Store,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.099104741,Snack Foods,121.9072,Small,Tier 2,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.0926787895,Breads,218.2166,Medium,Tier 3,Supermarket Type3,3145.9049999999997,968.739,3145.9049999999997,0.024611548,0.0926787895
0.0926762305,Frozen Foods,260.0594,High,Tier 3,Supermarket Type1,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.099104741,Snack Foods,116.5466,High,Tier 3,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.099104741,Snack Foods,158.9578,Small,Tier 2,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.0769148715,Health and Hygiene,158.8604,Medium,Tier 1,Supermarket Type1,2884.5785,758.84555,2884.5785,0.022870138,0.0769148715
0.0926762305,Frozen Foods,206.7954,Small,Tier 1,Grocery Store,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.099104741,Snack Foods,85.1908,Small,Tier 1,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.09982679575,Baking Goods,188.324,High,Tier 3,Supermarket Type1,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.09056135225,Household,221.8456,Medium,Tier 3,Grocery Store,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.09056135225,Household,110.4912,Small,Tier 1,Grocery Store,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.094603404,Soft Drinks,93.3436,Medium,Tier 3,Supermarket Type2,2759.0752,771.6622,2759.0752,0.024961677,0.094603404
0.099104741,Snack Foods,33.2874,Medium,Tier 2,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.099104741,Snack Foods,187.3872,Medium,Tier 3,Supermarket Type2,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.0926762305,Frozen Foods,75.0696,Medium,Tier 3,Grocery Store,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.1004406015,Fruits and Vegetables,253.0356,Medium,Tier 3,Supermarket Type3,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.09056135225,Household,225.4746,Medium,Tier 2,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.094603404,Soft Drinks,56.2614,Small,Tier 1,Supermarket Type1,2759.0752,771.6622,2759.0752,0.024961677,0.094603404
0.1004406015,Fruits and Vegetables,197.211,Medium,Tier 2,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.10196820275,Dairy,55.9298,Small,Tier 1,Grocery Store,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.099104741,Snack Foods,159.0262,Medium,Tier 3,Supermarket Type3,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.10196820275,Dairy,89.8856,Small,Tier 2,Supermarket Type1,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.1004406015,Fruits and Vegetables,188.4214,Medium,Tier 2,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.102407778,Canned,228.7352,Medium,Tier 1,Supermarket Type1,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.09982679575,Baking Goods,195.8136,High,Tier 3,Supermarket Type1,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.099104741,Snack Foods,213.2902,Small,Tier 2,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.1004406015,Fruits and Vegetables,185.324,High,Tier 3,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.0769148715,Health and Hygiene,116.2492,Small,Tier 1,Grocery Store,2884.5785,758.84555,2884.5785,0.022870138,0.0769148715
0.094603404,Soft Drinks,263.591,Medium,Tier 2,Supermarket Type1,2759.0752,771.6622,2759.0752,0.024961677,0.094603404
0.102407778,Canned,215.0218,Small,Tier 1,Supermarket Type1,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.102407778,Canned,168.279,Small,Tier 1,Supermarket Type1,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.099104741,Snack Foods,121.7072,Small,Tier 2,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.10196820275,Dairy,184.2608,Medium,Tier 3,Supermarket Type3,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.09056135225,Household,104.0332,Medium,Tier 3,Grocery Store,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.1004406015,Fruits and Vegetables,166.9474,Medium,Tier 2,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.102407778,Canned,185.1266,High,Tier 3,Supermarket Type1,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.08677710175,Hard Drinks,116.1492,Medium,Tier 2,Supermarket Type1,3071.3354,834.9132,3071.3354,0.030711210250000003,0.08677710175
0.10196820275,Dairy,89.1856,Medium,Tier 3,Supermarket Type3,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.1004406015,Fruits and Vegetables,77.3012,Medium,Tier 1,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.09056135225,Household,153.9656,Medium,Tier 3,Supermarket Type2,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.0926762305,Frozen Foods,228.601,Medium,Tier 2,Supermarket Type1,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.102407778,Canned,119.244,Medium,Tier 3,Grocery Store,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.09883876650000001,Starchy Foods,38.3164,Small,Tier 1,Supermarket Type1,3592.6567999999997,958.752,3592.6567999999997,0.0258983885,0.09883876650000001
0.1004406015,Fruits and Vegetables,169.5474,Medium,Tier 3,Supermarket Type3,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.099104741,Snack Foods,161.3578,Medium,Tier 3,Supermarket Type2,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.09056135225,Household,168.379,Small,Tier 2,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.1004406015,Fruits and Vegetables,89.8856,Medium,Tier 3,Grocery Store,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.0926762305,Frozen Foods,195.7768,Medium,Tier 1,Supermarket Type1,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.1004406015,Fruits and Vegetables,225.1088,High,Tier 3,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.0769148715,Health and Hygiene,192.1162,Small,Tier 2,Supermarket Type1,2884.5785,758.84555,2884.5785,0.022870138,0.0769148715
0.085274988,Meat,98.9042,Medium,Tier 3,Supermarket Type3,3036.048,782.9808,3036.048,0.022587621,0.085274988
0.1004406015,Fruits and Vegetables,208.5638,Medium,Tier 1,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.099104741,Snack Foods,248.9092,Small,Tier 1,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.099104741,Snack Foods,113.7544,Small,Tier 1,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.102407778,Canned,179.6686,Small,Tier 1,Grocery Store,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.099104741,Snack Foods,242.417,Small,Tier 1,Grocery Store,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.1004406015,Fruits and Vegetables,181.195,Small,Tier 2,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.121126992,Breakfast,99.9358,Small,Tier 1,Supermarket Type1,2970.3002500000002,679.116,2970.3002500000002,0.0584955505,0.121126992
0.09056135225,Household,59.2562,Medium,Tier 3,Supermarket Type2,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.09982679575,Baking Goods,199.8084,Medium,Tier 2,Supermarket Type1,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.102407778,Canned,221.5798,Small,Tier 2,Supermarket Type1,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.0769148715,Health and Hygiene,84.4224,Medium,Tier 3,Grocery Store,2884.5785,758.84555,2884.5785,0.022870138,0.0769148715
0.0926762305,Frozen Foods,181.3976,Medium,Tier 2,Supermarket Type1,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.09982679575,Baking Goods,182.995,Medium,Tier 3,Supermarket Type2,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.0926762305,Frozen Foods,162.1236,Medium,Tier 1,Supermarket Type1,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.10196820275,Dairy,126.7704,High,Tier 3,Supermarket Type1,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.1004406015,Fruits and Vegetables,112.7886,Small,Tier 1,Grocery Store,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.1004406015,Fruits and Vegetables,62.751,Medium,Tier 3,Supermarket Type2,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.102407778,Canned,86.0224,Medium,Tier 2,Supermarket Type1,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.09056135225,Household,262.891,Medium,Tier 3,Supermarket Type3,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.0926762305,Frozen Foods,182.9292,Medium,Tier 2,Supermarket Type1,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.10196820275,Dairy,263.7568,Medium,Tier 1,Supermarket Type1,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.09982679575,Baking Goods,220.9456,Medium,Tier 3,Supermarket Type2,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.0769148715,Health and Hygiene,224.4404,Medium,Tier 3,Supermarket Type2,2884.5785,758.84555,2884.5785,0.022870138,0.0769148715
0.1004406015,Fruits and Vegetables,180.3976,High,Tier 3,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.099104741,Snack Foods,257.3304,Medium,Tier 3,Supermarket Type2,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.09056135225,Household,157.7972,High,Tier 3,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.1004406015,Fruits and Vegetables,78.2644,Medium,Tier 1,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.0926762305,Frozen Foods,119.7466,Medium,Tier 2,Supermarket Type1,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.099104741,Snack Foods,147.476,Medium,Tier 3,Supermarket Type3,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.094603404,Soft Drinks,114.586,Small,Tier 1,Supermarket Type1,2759.0752,771.6622,2759.0752,0.024961677,0.094603404
0.1004406015,Fruits and Vegetables,95.5094,Medium,Tier 3,Grocery Store,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.0769148715,Health and Hygiene,185.1608,Medium,Tier 1,Supermarket Type1,2884.5785,758.84555,2884.5785,0.022870138,0.0769148715
0.0769148715,Health and Hygiene,34.0532,Medium,Tier 2,Supermarket Type1,2884.5785,758.84555,2884.5785,0.022870138,0.0769148715
0.099104741,Snack Foods,154.463,Medium,Tier 2,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.09982679575,Baking Goods,149.1076,Medium,Tier 2,Supermarket Type1,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.121126992,Breakfast,131.3626,High,Tier 3,Supermarket Type1,2970.3002500000002,679.116,2970.3002500000002,0.0584955505,0.121126992
0.1004406015,Fruits and Vegetables,83.4908,Small,Tier 1,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.1004406015,Fruits and Vegetables,247.0092,Medium,Tier 3,Supermarket Type3,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.0769148715,Health and Hygiene,123.0414,Medium,Tier 3,Supermarket Type3,2884.5785,758.84555,2884.5785,0.022870138,0.0769148715
0.09056135225,Household,163.0526,Medium,Tier 2,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.09982679575,Baking Goods,89.383,Medium,Tier 2,Supermarket Type1,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.09056135225,Household,90.5146,Medium,Tier 2,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.0926762305,Frozen Foods,96.541,Medium,Tier 3,Supermarket Type2,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.09883876650000001,Starchy Foods,171.9448,Small,Tier 1,Supermarket Type1,3592.6567999999997,958.752,3592.6567999999997,0.0258983885,0.09883876650000001
0.10196820275,Dairy,48.7718,Small,Tier 1,Supermarket Type1,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.09056135225,Household,61.3194,Medium,Tier 3,Supermarket Type3,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.0926762305,Frozen Foods,184.2292,Medium,Tier 2,Supermarket Type1,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.09056135225,Household,91.4462,Medium,Tier 2,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.1004406015,Fruits and Vegetables,171.179,Small,Tier 1,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.099104741,Snack Foods,90.3146,Medium,Tier 2,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.09056135225,Household,165.0842,High,Tier 3,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.09982679575,Baking Goods,53.1298,Small,Tier 2,Supermarket Type1,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.099104741,Snack Foods,148.7076,Medium,Tier 2,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.085274988,Meat,223.2404,Medium,Tier 3,Supermarket Type2,3036.048,782.9808,3036.048,0.022587621,0.085274988
0.1004406015,Fruits and Vegetables,180.4002,Small,Tier 1,Grocery Store,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.1004406015,Fruits and Vegetables,258.5646,Medium,Tier 3,Supermarket Type2,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.099104741,Snack Foods,178.0344,Medium,Tier 3,Supermarket Type2,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.085274988,Meat,39.9822,Medium,Tier 3,Supermarket Type2,3036.048,782.9808,3036.048,0.022587621,0.085274988
0.09982679575,Baking Goods,131.2626,High,Tier 3,Supermarket Type1,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.0926762305,Frozen Foods,226.2062,Medium,Tier 3,Grocery Store,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.09982679575,Baking Goods,102.0332,Medium,Tier 1,Supermarket Type1,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.09056135225,Household,57.5562,Medium,Tier 3,Supermarket Type2,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.09056135225,Household,166.9184,Medium,Tier 3,Grocery Store,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.10196820275,Dairy,94.9436,Medium,Tier 1,Supermarket Type1,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.1004406015,Fruits and Vegetables,159.9578,Small,Tier 1,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.1004406015,Fruits and Vegetables,165.05,Small,Tier 1,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.1004406015,Fruits and Vegetables,186.424,Medium,Tier 3,Supermarket Type2,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.10196820275,Dairy,241.3854,Small,Tier 1,Grocery Store,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.0926762305,Frozen Foods,244.4486,Medium,Tier 2,Supermarket Type1,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.099104741,Snack Foods,188.4898,Medium,Tier 3,Grocery Store,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.09982679575,Baking Goods,120.9756,Medium,Tier 3,Supermarket Type3,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.0769148715,Health and Hygiene,121.9414,Medium,Tier 2,Supermarket Type1,2884.5785,758.84555,2884.5785,0.022870138,0.0769148715
0.1004406015,Fruits and Vegetables,160.3578,Medium,Tier 3,Supermarket Type2,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.09056135225,Household,188.3898,Medium,Tier 2,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.099104741,Snack Foods,168.8816,Small,Tier 1,Grocery Store,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.094603404,Soft Drinks,40.5138,Small,Tier 1,Supermarket Type1,2759.0752,771.6622,2759.0752,0.024961677,0.094603404
0.121126992,Breakfast,184.4292,High,Tier 3,Supermarket Type1,2970.3002500000002,679.116,2970.3002500000002,0.0584955505,0.121126992
0.1004406015,Fruits and Vegetables,61.0536,Small,Tier 2,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.099104741,Snack Foods,181.7634,Medium,Tier 1,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.0926762305,Frozen Foods,207.5954,Medium,Tier 3,Supermarket Type3,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.099104741,Snack Foods,168.6816,Small,Tier 2,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.085274988,Meat,207.898,Small,Tier 2,Supermarket Type1,3036.048,782.9808,3036.048,0.022587621,0.085274988
0.09056135225,Household,128.7336,Medium,Tier 1,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.099104741,Snack Foods,59.822,Medium,Tier 3,Supermarket Type3,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.099104741,Snack Foods,253.1724,Medium,Tier 1,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.085274988,Meat,107.1596,High,Tier 3,Supermarket Type1,3036.048,782.9808,3036.048,0.022587621,0.085274988
0.0926762305,Frozen Foods,146.6076,Medium,Tier 3,Supermarket Type3,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.121126992,Breakfast,234.93,Medium,Tier 2,Supermarket Type1,2970.3002500000002,679.116,2970.3002500000002,0.0584955505,0.121126992
0.09056135225,Household,61.451,Medium,Tier 3,Supermarket Type2,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.12962012525,Seafood,172.2764,Small,Tier 1,Grocery Store,3589.3278,473.3838,3589.3278,0.03128464325,0.12962012525
0.099104741,Snack Foods,55.5588,Small,Tier 1,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.085274988,Meat,238.7248,High,Tier 3,Supermarket Type1,3036.048,782.9808,3036.048,0.022587621,0.085274988
0.09056135225,Household,36.0848,Medium,Tier 3,Supermarket Type2,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.10196820275,Dairy,109.157,Medium,Tier 3,Supermarket Type3,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.0926762305,Frozen Foods,54.864,Medium,Tier 3,Supermarket Type2,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.1004406015,Fruits and Vegetables,210.0586,Small,Tier 1,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.102407778,Canned,101.199,Small,Tier 1,Supermarket Type1,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.099104741,Snack Foods,257.8304,Small,Tier 1,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.0926787895,Breads,155.8288,Medium,Tier 1,Supermarket Type1,3145.9049999999997,968.739,3145.9049999999997,0.024611548,0.0926787895
0.102407778,Canned,89.8804,Medium,Tier 2,Supermarket Type1,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.099104741,Snack Foods,179.866,High,Tier 3,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.102407778,Canned,174.537,Small,Tier 2,Supermarket Type1,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.0926762305,Frozen Foods,74.7696,Small,Tier 1,Grocery Store,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.10196820275,Dairy,225.0404,Small,Tier 1,Supermarket Type1,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.0926787895,Breads,218.3166,Medium,Tier 3,Grocery Store,3145.9049999999997,968.739,3145.9049999999997,0.024611548,0.0926787895
0.1004406015,Fruits and Vegetables,98.241,Medium,Tier 3,Supermarket Type3,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.09056135225,Household,193.9136,Medium,Tier 1,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.09982679575,Baking Goods,224.5062,Medium,Tier 2,Supermarket Type1,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.102407778,Canned,167.7132,Medium,Tier 3,Supermarket Type3,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.0769148715,Health and Hygiene,80.8618,Medium,Tier 1,Supermarket Type1,2884.5785,758.84555,2884.5785,0.022870138,0.0769148715
0.1004406015,Fruits and Vegetables,90.3146,Medium,Tier 3,Supermarket Type2,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.08677710175,Hard Drinks,159.2946,Medium,Tier 1,Supermarket Type1,3071.3354,834.9132,3071.3354,0.030711210250000003,0.08677710175
0.1004406015,Fruits and Vegetables,61.9536,Medium,Tier 2,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.1004406015,Fruits and Vegetables,124.973,Medium,Tier 3,Supermarket Type3,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.099104741,Snack Foods,63.4484,Medium,Tier 2,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.099104741,Snack Foods,264.491,Medium,Tier 1,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.094603404,Soft Drinks,128.9652,Medium,Tier 3,Supermarket Type2,2759.0752,771.6622,2759.0752,0.024961677,0.094603404
0.10196820275,Dairy,103.0306,High,Tier 3,Supermarket Type1,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.1004406015,Fruits and Vegetables,46.9034,Small,Tier 2,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.09056135225,Household,93.6462,Medium,Tier 3,Grocery Store,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.102407778,Canned,189.5188,Small,Tier 1,Supermarket Type1,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.1004406015,Fruits and Vegetables,45.906,Small,Tier 2,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.099104741,Snack Foods,229.4352,Small,Tier 1,Supermarket Type1,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.0926787895,Breads,163.5552,Small,Tier 1,Supermarket Type1,3145.9049999999997,968.739,3145.9049999999997,0.024611548,0.0926787895
0.1004406015,Fruits and Vegetables,187.953,Medium,Tier 2,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.1004406015,Fruits and Vegetables,158.1946,Medium,Tier 3,Supermarket Type3,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.1004406015,Fruits and Vegetables,147.3734,Medium,Tier 3,Supermarket Type2,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.0926762305,Frozen Foods,223.8062,High,Tier 3,Supermarket Type1,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.0926787895,Breads,60.4194,High,Tier 3,Supermarket Type1,3145.9049999999997,968.739,3145.9049999999997,0.024611548,0.0926787895
0.10196820275,Dairy,195.3794,Medium,Tier 1,Supermarket Type1,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.1004406015,Fruits and Vegetables,37.719,Medium,Tier 3,Supermarket Type2,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.102407778,Canned,155.2972,Medium,Tier 3,Grocery Store,3101.2964,952.094,3101.2964,0.02747716,0.102407778
0.085274988,Meat,52.4324,Medium,Tier 2,Supermarket Type1,3036.048,782.9808,3036.048,0.022587621,0.085274988
0.0926762305,Frozen Foods,40.0454,Medium,Tier 3,Supermarket Type3,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.10196820275,Dairy,41.9428,Small,Tier 1,Supermarket Type1,3296.20935,788.973,3296.20935,0.0312908765,0.10196820275
0.0926787895,Breads,187.7556,Small,Tier 2,Supermarket Type1,3145.9049999999997,968.739,3145.9049999999997,0.024611548,0.0926787895
0.09982679575,Baking Goods,131.5284,Small,Tier 2,Supermarket Type1,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.09982679575,Baking Goods,49.2008,High,Tier 3,Supermarket Type1,2823.82425,705.0822000000001,2823.82425,0.031401956499999994,0.09982679575
0.1004406015,Fruits and Vegetables,238.3538,Medium,Tier 2,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.09056135225,Household,149.8366,Medium,Tier 3,Supermarket Type2,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
0.08677710175,Hard Drinks,55.2614,High,Tier 3,Supermarket Type1,3071.3354,834.9132,3071.3354,0.030711210250000003,0.08677710175
0.0926762305,Frozen Foods,222.8456,Medium,Tier 3,Supermarket Type3,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.099104741,Snack Foods,55.8956,Medium,Tier 3,Supermarket Type2,3143.5747,918.804,3143.5747,0.029539424,0.099104741
0.1004406015,Fruits and Vegetables,61.5194,Medium,Tier 2,Supermarket Type1,3227.1326,884.8482,3227.1326,0.0300589725,0.1004406015
0.0926762305,Frozen Foods,87.4856,Medium,Tier 2,Supermarket Type1,3079.49145,808.947,3079.49145,0.0264823015,0.0926762305
0.085274988,Meat,40.2822,Small,Tier 1,Supermarket Type1,3036.048,782.9808,3036.048,0.022587621,0.085274988
0.09056135225,Household,86.7882,Small,Tier 2,Supermarket Type1,3236.7866999999997,853.38915,3236.7866999999997,0.0247182055,0.09056135225
